wss.1004f30be305f33d28a1548e344f0e2e	111.97104\,84.16881\,0.0
wss.15e651b8b7a0c880ac13edc49a7166b9	112.58447\,96.50098\,81.4227
wss.15eb3a0b0226597f678d1dca465a4efb	87.53314\,116.46033\,69.277466
wss.15ebb1e7e6663cbfa242b893d7c243a	98.26778\,88.32268\,98.267815
wss.15ec99bc74bd2a2b920e04a03858c931	39.730576\,143.36743\,1.2389452e-13
wss.15f3b5aaac0a62ddd81f0237e26901c3	2.7065172\,1.8382412\,12.105484
wss.15fb39da1ab90994a9504db65c138da5	36.846123\,62.58562\,41.505936
wss.16001e59100b03c5fca0560918d50ea1	105.59175\,69.45273\,105.59175
wss.160201dae8e1b5ed9f9eb74bba592196	79.23063\,155.87239\,88.64312
wss.160684937ae737ec5057ad0f363d6ddd	156.35246\,50.09885\,55.174225
wss.160b8adf0ee4d8a26e686498ed562f91	32.30273\,20.622593\,33.406128
wss.160bb1d4dc0e3da62d3bec0463753a7a	75.47153\,209.122\,44.269962
wss.16171a8b574624844fe45bec5453e86f	138.79176\,60.567295\,73.18426
wss.161be2d2421c18154e61d5e9018b6ba9	120.04417\,42.158356\,74.313
wss.161c91e07ad78de9e3f7a74e12a274ef	102.99399\,100.946434\,51.146847
wss.161e5e86fa48686888cad7f6c0e6001	42.27562\,43.660553\,42.27562
wss.161f92c3330d111ffc2dd24b885b9c05	162.87868\,45.823975\,179.0342
wss.162413f98e2184d35b801d9acf8d2f94	136.02869\,73.77444\,53.289585
wss.1625299b6a0ea2ff7649cce35db393a1	46.89541\,42.352676\,52.024784
wss.1629215db795111ba649bd1425725662	37.048065\,57.882057\,126.46747
wss.16296c688e1c7fb9aa1091dc2d565d62	21.73972\,69.77914\,17.026009
wss.163034d9b96201beba48c111b1850fd	1.3006554\,20.16016\,1.3006554
wss.16327d928854b34ef11c3739edd52fa3	37.975853\,96.703\,37.975853
wss.1644df5fbb3b926029e82c550aa06a9d	66.979774\,58.853542\,42.54573
wss.164b84d13b3d4650e096f6db40afe7bf	45.595215\,28.648355\,34.678406
wss.164d5baf4135be7a98d5fc0473d00a1c	129.61919\,64.975235\,8.245913
wss.16526d147e837c386829bf9ee210f5e7	7.7980413\,13.13295\,7.7980037
wss.1654250bf1bc5a0131fef20bb2ae787e	31.751345\,66.69317\,31.751345
wss.1659db64bbf46bcdc1955ee4b5680e91	22.55282\,7.418535\,21.11195
wss.165c00d292773865ae6eaa32356aaf3b	136.0306\,76.92206\,64.77647
wss.1666ce5ced647ed25d878ba9ec3c0d6a	30.893478\,51.073643\,30.893303
wss.166875a5fe16d7c5404fcb83d703373	66.74588\,73.61372\,35.42491
wss.166c3012a4b35768f51f77a6d7299806	24.235538\,40.42745\,24.235538
wss.166c5b25e747d3f38b5797598d47d0af	61.567307\,119.875694\,120.36036
wss.166f30c5d334f30d1c1ef519b9196b63	255.26924\,427.66992\,166.95901
wss.16755fc794d5b2bb223a0abef958bcd0	67.89896\,110.66613\,95.74534
wss.167f3edcf839000063ecd64ef0e6814c	181.74391\,76.69335\,52.84752
wss.1684b58103c2f3cb1e85aace27a943de	21.148329\,6.739189\,14.318512
wss.16897b4f5720758492d9da2668ec34c	66.88306\,130.04507\,67.959656
wss.1689f022a0b6bde55876947164cd256	62.67204\,111.42084\,75.92628
wss.168bf21705d36e80b348b6ae87c988f	212.60968\,231.14\,212.60968
wss.168c1b54facf9acb7e98d00b6ebecc34	132.34778\,65.30329\,130.6077
wss.16907a42ffafee5b72b92bd86ed3f51f	45.104694\,141.72787\,1.1671266e-12
wss.169835070e90902ba480742f4529182b	69.84999\,81.283585\,76.732925
wss.169f7193e5e843b91fadee939fd6d90f	222.14915\,209.63377\,166.32098
wss.16a91700de9c32a98c1a083ca347f005	30.307722\,81.729034\,68.12932
wss.16ac39c5f6486b4f4b67691a60194771	35.530262\,32.01604\,32.028313
wss.16afaf11b6a9578444d3a157597f918b	26.549728\,38.668972\,9.541309
wss.16b4dfae678239a42d470147ee1bb468	189.08696\,180.94446\,189.08693
wss.16bb10ad445ecfdaa476d4febccee	28.919212\,17.581028\,24.550972
wss.16bf5a2ebe4e259091e55026374c1a47	13.652501\,13.652499\,13.652499
wss.16bfbe99ccb1ed2cf54e1b6f41fdd78a	0.91044474\,0.9104357\,20.200588
wss.16c39375ac34adf37d47168999f25fa0	64.173546\,127.41242\,75.31843
wss.16c6403551e81a3eeedfca8b846d3b01	11.151183\,23.3391\,6.245701
wss.16cc827a66868ff8f1f1df092810329	82.538055\,137.56343\,85.11737
wss.16d076c7b81d04ac3f217b945a063dd2	9.080855\,11.492281\,7.832166
wss.16d2017606945083324387582810ec10	12.15069\,38.325455\,12.15069
wss.16d620a3923a8bf1e5595fbfd7d35143	160.41943\,73.27593\,160.57692
wss.16d8b1fde755f7f96bc5197cc4c47fe8	29.60412\,112.90021\,32.122234
wss.16e1f75f36c6f3373ef60648e0c9b1e2	9066.251\,5394.5713\,14689.633
wss.16e2dcf80c8442b7796eef4bbed8ce96	38.931007\,59.99258\,38.931007
wss.16e76e49a08a31aebb7ac4d22a68ec08	86.701225\,33.35829\,83.35602
wss.16e99bfc115e689e5c43d2b61614d0d0	51.999893\,171.4599\,51.999897
wss.16edf6f6574568723f7198a00163bb6	10.000006\,3.0122545\,39.9583
wss.16eff9b1bc7fe22d49d3c3e3d26b9121	33.894043\,47.294106\,38.009647
wss.16f4cc6d83eee3bb2cac591b548bcad5	1232.5325\,272.28076\,1875.795
wss.16fd88a99f7d4c857e484225f3bb4a8	187.26248\,76.96704\,140.44722
wss.16febbf5498604acfb666b203f8cdb86	66.07042\,73.77863\,66.07042
wss.17007e06a65de93b4f65dd993ec5afec	76.73493\,70.159134\,127.4586
wss.17079f40cfdc719a3f7d5255ff865380	27.02002\,0.83999777\,27.37004
wss.170866af008ad73f9668a2190b689e04	51.872284\,45.031937\,19.197414
wss.1710033fefac979deed60df91eb05a5b	15.566473\,72.64354\,10.593849
wss.1711d1c1b42b183a520bdc486b0e8ebc	6181.1636\,1780.9929\,9367.389
wss.1719198de32dafe595bb1f2248dfce00	18.54377\,4.103213\,19.028198
wss.17226b72d812ce47272b806070e7941c	71.20639\,63.799637\,24.929382
wss.17287cc29880212560b51298383a9456	104.00006\,22.000107\,22.000008
wss.1729448a8c1d39b3368c34d19170a090	66.99701\,59.931534\,24.479
wss.1730e6c6a37f19abefae06b5b9950833	45.092613\,48.970848\,45.092613
wss.1741b6cc1f7ee1ec110c9032b6ff923d	147.53406\,63.363983\,11.749861
wss.1743c2325f0ece59dfde16efa78844c8	32.06672\,118.04779\,8.750809
wss.1744aaa40b6c9d3c422b3c76f4bd1d88	222.81299\,166.07513\,166.51993
wss.175a75f11c8f005012fe747403d736eb	9142.7295\,22352.684\,8231.2
wss.176331ab6542bd406e3c8a33c4ddf2ef	94.434364\,96.32284\,94.43416
wss.176c87aa66fcf8116ea2d79f658bbae7	38.26938\,20.32715\,29.411913
wss.176e6b9b4340f25a7ff6ace05b36a5	98.21655\,66.418205\,98.2168
wss.176ffca9f9f5d592cd8f3fe9ca2145e1	88.10895\,60.339905\,27.54254
wss.1771bb5839afabd712b362dc2411f439	137.4502\,159.58484\,489.8007
wss.177210476d1bd64bfcfb068b53672ee3	218.02142\,0.0\,178.08618
wss.1772711b91514cc4212ff51b27f0221	102.70654\,90.93809\,53.492992
wss.1773dafc24ded61cea3aa8137e136b5c	44.94084\,26.13413\,36.819725
wss.1775377671c2122ef647317afa6ffdd4	133.56615\,99.09838\,173.96156
wss.177a08ed42aac860ee672c5001fdc971	61.48433\,64.84028\,61.484196
wss.177ae9689e2920f764b7bfd6506cd3be	102.260155\,79.0567\,102.03783
wss.17812e4b2ed86287b4a017870841c473	37.87906\,104.74082\,8.051514
wss.1785410412e01bb9a054360a814c8008	87.58118\,87.582\,0.0
wss.17870a3cccc0709ab610b0c94236463	86.84162\,95.43151\,96.840904
wss.178cd433946816d9ab33b326a366d022	24.046383\,28.834494\,24.046383
wss.17919b0e69c06bf235836c728d324152	90.198166\,152.77112\,4.783121
wss.17a7a1a4761e9aa1d4bf2d5f775ffe5e	137.3588\,32.05039\,42.25165
wss.17a95ccadaa7818db5e08197be0feebd	18.57476\,1.0533406\,18.57476
wss.17aa537d3f70e0998c5d696f6e844329	449.58\,929.67303\,449.58
wss.17b083510f14982b7eaeab1f0c9120b7	20.595594\,52.42556\,68.19076
wss.17b6777fdd160136fcef8b04860a0b20	28.28247\,22.187243\,28.28247
wss.17b6b2b09458f1a435836c728d324152	39.873566\,57.318367\,39.873566
wss.17b77403b80de623f1783a44a88d6274	89.2771\,98.27811\,91.626495
wss.17bcf1946a944b0b62f1caf486821bab	26.262383\,47.33709\,41.196564
wss.17c318cf53f978d22feb9fdea8e07927	50.87545\,57.81401\,26.36757
wss.17c4dd8191c2c898bf37a318b55c6a3c	82.75\,164.92535\,60.338543
wss.17caba67f040b88928e5041383fe525	501.61624\,665.92267\,417.6001
wss.17cba19c6eb02655086f69b146d7b59	260.5178\,105.37794\,245.79294
wss.17e2d91dd7d6a07043dbb6421d614c0d	73.11528\,103.08954\,54.828354
wss.17e958fa60740e4c3c143af07c12991a	26.71929\,4.20903\,26.71929
wss.17e9fcb66348eacfd640c89a4b1a34c	35.158707\,7.4591675\,37.614838
wss.17ecaa23513996c034d6aa31914c287d	9.24678\,47.775215\,9.194792
wss.17edd5c46ad3e2bc438e7da932675db	36.8584\,27.38353\,26.104061
wss.17f0518e45bd8ed4a81be39668049aa6	540.32654\,276.6682\,56.99415
wss.17f32bd314bd6315d4d8765e3910f617	43.551914\,60.165833\,64.17415
wss.17f4b14ebbe37179ab2b7e9ed9191486	119.17839\,79.452255\,83.86627
wss.17fb28fc98f1d23ff6c671f9e7ab953f	48.7366\,26.262794\,32.203945
wss.17ff217a53ffcb20a1c637e821f12a67	67.89828\,184.34286\,55.7957
wss.18024e9162e37f2b2dd4dc058a3527b	90.80499\,80.645\,40.00499
wss.18049cb71646955253d7642eccaa932a	1125.0599\,655.38727\,259.11783
wss.1809c4bedc302095642dc563aaf98d57	108.122345\,76.75242\,137.77402
wss.180f5e2a874bceb1e4ba5fe92f32019a	23.12078\,36.491035\,20.937126
wss.18145f4b303c37f11c3739edd52fa3	37.756905\,61.441574\,37.756905
wss.181846dba8cfa3e91fc277ccdec7582	13.591309\,25.996408\,18.457397
wss.181bccddb47e75511087b8c1da3f3ccc	2.9576435\,2.5469475\,20.408327
wss.181ec75aca2de25f6dbdf247ab8522eb	41.742405\,55.7097\,41.742405
wss.181f1d904e3e4837cae99329e0ceb5c2	83.18499\,35.559998\,30.47998
wss.18203f5207373e31943adf61f60ea2f6	87.55644\,0.0\,87.55655
wss.1827454b8072d6a61fb05d58f51ec4fa	106.065094\,33.97348\,8.137534
wss.18277a2b26cce4945932aa8e4205e707	40.634766\,89.96431\,137.55273
wss.18299916ec3e95bff5ca1792a289ecf9	58.53718\,65.42224\,41.542618
wss.18306958742f8bfbab0b172d4dea80cd	34.3066\,16.054495\,51.22183
wss.1831169dbc70bc08cca5d7fbf4f17f56	118.23796\,74.95981\,4.9177995
wss.18371c836b01c024b41d52ced3f83dc3	83.81282\,65.12797\,29.940615
wss.1844a4ed0ff7ed38c2474c54a2e772f2	53.77513\,82.90328\,35.850067
wss.18453eb5b7699bc0730f211b293894d3	98.38301\,49.688522\,3.8094559
wss.1845801e19ac5c22683869a26110a529	79.10501\,222.99388\,87.924286
wss.18476002083c51574904d89e9169817b	86.244774\,110.62203\,86.24483
wss.18501a35a40939449359bfb5c0ce2bf3	122.9314\,103.45282\,31.16568
wss.1852cf691d561b97760c1770d1a1230	53.878036\,59.4811\,37.236958
wss.1857891cdabf6824b0fd397b9007d287	123.015656\,162.28644\,67.185486
wss.185bcb9bcec174c9492d9da2668ec34c	67.73914\,97.58692\,60.143105
wss.185e37856f55b2c4e9aa07397ea1cf8d	39.60074\,166.8351\,39.600372
wss.1860264e320c7979f4baed97c2afc4fe	3.9936044\,19.646374\,114.94789
wss.186cf94ea79d2ce65d54757b2087f588	9.193236\,40.495785\,5.944911
wss.187223b653c77b33d2e6931e8adb116	318.94308\,109.430405\,9.623276
wss.1874f7fc154c7c35c66e88e7ffc39f1a	8.359461\,6.5640855\,17.085129
wss.18783fbef9ef95f2ae14646a8c8ddd34	68.429474\,127.8355\,70.71309
wss.187859d3c3a2fd23f54e1b6f41fdd78a	23.731594\,20.608229\,15.564256
wss.1878d8e623f1d12153af50c97ed75b56	259.79102\,190.5\,38.10003
wss.187b8cfebe4e9257ccec770873355bd5	123.36998\,132.33762\,397.01703
wss.187d89b0c436d0edc8ab9067fbd9681d	14.875643\,33.49031\,14.875643
wss.187f9c840611133b7fa41e06a7f4a88	87.665924\,141.8464\,71.94081
wss.1880939aea57dff294f99c83e58def9f	91.44\,60.53328\,52.07
wss.1880ed173d662f92c78621ab7e0ef193	27.418823\,74.553925\,74.25598
wss.1883aa925a7c438b40eee76592e4bb9f	14.86586\,16.8275\,14.865852
wss.1884b38aa17369681d00208b1a57f1c9	40.3225\,40.3225\,5.08
wss.188cb8d8f12fd60637372567066b91f4	142.07451\,78.18802\,142.07451
wss.188daa867afa5eea43638dabe1eb5336	118.43363\,103.18082\,62.805714
wss.189064a8df83ddc77a89a0a7fbbe0a6f	231.842\,206.59775\,248.55113
wss.18943947ce3b8cae8a94168388287ad5	49.293518\,3.3674304\,66.41846
wss.1895a6f1b49c4c296f366617497077d	8172.5005\,1.4486255e-12\,8172.5005
wss.1899a2cc8f89bf1b11c92d5838e29521	91.084465\,61.475464\,9.331375
wss.18abbf4da8320e69438aef443c33bffd	67.06836\,41.382603\,19.549751
wss.18aef96d387bd96860467dddaf5cfe3f	19.22609\,18.93804\,29.666916
wss.18bad7ccc6951f9d3321831d2245cf06	104.656204\,9.545677\,15.560022
wss.18c499f4f1a833dee3f7a74e12a274ef	20.70089\,37.977016\,8.048075
wss.18d0a9703a1151475f4d9bb2d20be1fe	108.89613\,115.03849\,59.37161
wss.18d143526ccdf372e4a4db68bed2d14f	27.835043\,21.3349\,28.204523
wss.18d6296006502cc7aa0a75782a86b0f3	10.868791\,23.597975\,1.389807
wss.18d84c10a5068315fe5c8ffd0f5eba47	134.44858\,67.73356\,77.15515
wss.18d91829adf1574ecf004563556ddb36	29.437246\,152.34074\,121.06101
wss.18d94e539b0ed30d105e720ebc569399	102.204994\,81.21577\,56.05773
wss.18d98a30b95b2a6c43a2c9be7299f0de	461.1915\,150.4545\,555.24835
wss.18dacd49464b48b274fbe115f2fa2415	48.28712\,53.91988\,48.259995
wss.18e56f350d1cc7687b88e0ae521fe6b4	23.00879\,56.253304\,53.921207
wss.18efc77e6837f7d311e76965808086c8	180.7446\,190.72076\,59.85698
wss.18f135fae2ab8cc247410c53c58c4217	78.15057\,86.75184\,73.18378
wss.18f4a9ed04407da57bd55ed4ce08f048	39.385437\,59.375477\,39.385437
wss.18f89969ab232ba7b822d48a43773c62	209.11256\,96.1431\,87.89991
wss.18fa5887636980c0a156590b19c3013b	47.137962\,88.27059\,47.137962
wss.190d533f42a540c3cdc5b47decc6da72	93.22517\,206.1205\,76.36529
wss.190e9dba20c16d2fa7661e290484df84	114.17677\,32.26735\,114.17677
wss.190fc461bd1e0759ee2a04c68bc263be	10.940689\,20.59505\,16.520576
wss.191191f56451e8d570a43c2d978e502e	45.09474\,6.888973\,54.661255
wss.1911ffab9b6171af823ac2248112b473	186.51326\,119.54277\,67.26708
wss.1914d0e6b9f0445b40e80a2d9f005aa7	205.79109\,61.58803\,120.57921
wss.1917c22a9a3128935a8b6b21575be9d1	189.67088\,97.26289\,24.878965
wss.191812cf4abfd6166e71174964d90e49	16.463963\,72.37547\,11.061725
wss.19198a5f2d98f65ae3f7a74e12a274ef	34.915833\,64.73912\,34.884193
wss.191d35d8b238316dbe938435307744f3	6.6801987\,3.340016\,19.707096
wss.1934618ad848d53dba65f56f65080d3	47.630344\,82.55946\,47.53638
wss.19353a61664435449b582c44569a1a8e	57.328728\,98.74839\,61.752953
wss.19354bd08463173480f6183c41836dab	114.743805\,37.38621\,86.99438
wss.1936ee90978662ec368f3995546e59c8	85.21\,111.18093\,0.0
wss.1944938643bdb1dd56538cee362f80d0	29.642233\,67.717804\,12.99526
wss.19486de85ae953cbabec6100eb56d9b1	1194.6967\,1410.1498\,1206.1902
wss.195ab29b4e0bcdd07b20cb946bceb58f	214.04248\,231.22717\,82.29546
wss.19654d8fe7090a887eaeab1f0c9120b7	17.564865\,49.64585\,67.53342
wss.196fb35cbd5cd6c54a95f581c28307c3	16.261108\,37.30017\,16.89087
wss.19796b05f1ecdf52766e829a985d0ca1	1521.8182\,891.4188\,1381.0945
wss.197cd6122af749233cd2494a82e84da	14.822217\,24.150059\,0.6644459
wss.1984973536838e84f11c3739edd52fa3	46.01484\,2.393388\,42.263084
wss.1984fb95afb6dae5804722305621f918	12.258201\,23.474226\,2.6012979
wss.198683c1a50cebd134d6aa31914c287d	69.62488\,85.7453\,8.574509
wss.1986a5772751e4995cf3aed3a8d3b345	176.04973\,227.63492\,181.15169
wss.198749e501e9bee378a208f26f5ab80	453.25317\,1614.8608\,4131.216
wss.198780be5a6b34cb432c93cf47433a36	105.41174\,173.068\,59.256424
wss.198a3e82b102529c4904d89e9169817b	89.2396\,100.956566\,88.73845
wss.198d36bcfacb1a7a4212ff51b27f0221	37.601006\,6.524813\,37.601006
wss.199273d17414e77ca553fc23769e6051	16.959412\,116.221825\,16.959412
wss.1997e441f11cc183eacb155f400b9076	137.30013\,125.471466\,84.32768
wss.199a40c1bd670cb0d6f05f55d4d695b0	131.24695\,139.34692\,124.15418
wss.199da405357516a37540a07f0d62945	172.09958\,60.700264\,74.27988
wss.19ab9433c9b8f818fd7d6cc7121bfb75	212.98552\,171.16458\,202.08868
wss.19b2543d8b6f6699f1783a44a88d6274	127.0\,106.9975\,106.68
wss.19bf7f9d8a6dbfa7265d1076b4b6c5c	3.81\,2.2224998\,3.81
wss.19c6075bb83e9c7224689af86fd2f094	59.890396\,29.299236\,40.492264
wss.19d2d799e57657463321831d2245cf06	74.70018\,109.96199\,122.381966
wss.19db31a211acbe13de61296d69da75b6	115.688034\,93.11498\,228.63313
wss.19e80d699bcbd3168821642e9a54505	77.97455\,66.31878\,159.49315
wss.19ec1daa8a418e97406ce20c8cc1139c	175.43607\,245.48886\,182.55833
wss.19ed14199c0601aecf6cb7a84d9d5662	39.134068\,9.9273205\,38.768116
wss.19f04c7aecfb05a3cc639cc85c8f16df	22.653173\,31.976528\,3.7402985
wss.19f72b7fc85c1ef25199856068674539	131.22159\,105.706276\,54.068157
wss.1a0312faac503f7dc2c1a442b53fa053	85.64763\,99.02057\,59.89407
wss.1a03376343b2e4f0c27d3c9a6f742a5e	37.58736\,127.41368\,36.980152
wss.1a039a5c0246cfc333acf2ee6f2dd17a	47.786804\,140.87097\,1.1431302e-13
wss.1a04d482ee311524bf12b336f3327527	49.59731\,140.53465\,6.5223894e-12
wss.1a0710af081df737c50a037462bade42	50.215332\,110.22855\,24.113659
wss.1a0c94a2e3e67e4a2e4877b52b3fca7	319.99936\,0.499999\,319.99936
wss.1a10ecfcaac04c882d17d82c03b66	29.097046\,8.148431\,29.098389
wss.1a1ec1cfe633adcdebbf11b1629fc16a	12.700026\,12.700001\,20.82808
wss.1a2a5a06ce083786581bb5a25b17bed6	49.149776\,109.06584\,50.383205
wss.1a30adabf5a2bb848af30108ea9ccb6c	90.8389\,115.002686\,2.9533615
wss.1a3390d95465117bd54eac0dba08442d	143.6241\,105.937325\,103.21996
wss.1a3efcaaf8db9957a010c31b9816f48b	40.215515\,31.228449\,38.853348
wss.1a4216ac5ffbf1e89c7ce4b816b39bd0	75.39174\,59.09079\,24.20261
wss.1a43be52de26834898d5fc0473d00a1c	134.69133\,118.10663\,7.9687195
wss.1a46011ef7d2230785b479b317175b55	136.39436\,80.23201\,58.170208
wss.1a477f7b2c1799e1b728e6e715c3f8cf	194.71259\,102.34314\,110.883316
wss.1a4831b39f1ea5932bf3161ae4fda942	130.17526\,81.03122\,4.4378014
wss.1a4daa4904bb4a0949684e7f0bb99f9c	5.9165516\,6.302652\,16.42919
wss.1a4ec387ea6820345778775dfd5ca46a	42.126156\,61.31973\,32.52937
wss.1a5327b328cd97d084c3569473be6c23	32.747055\,16.58755\,10.575132
wss.1a595fd7e7043a06b0d7b0d4230df8ca	98.82338\,48.288864\,8.048113
wss.1a597353e92979be111bae0faf1067a8	86.36\,73.7776\,44.87246
wss.1a5a12839c48724153250612ca93852	163.28807\,121.5064\,11.619712
wss.1a5e21a5633e1134ebd90840d80c9784	53.83022\,80.2471\,53.830093
wss.1a5f561ce4cbca2625c70fb1df3f879b	50.106018\,95.85306\,50.10592
wss.1a622b84abb294515dbd53c7c10cfe76	45.70913\,31.94521\,31.500137
wss.1a62b83f912f6edb2d6a698a89d341f2	275.18204\,99.773605\,83.68115
wss.1a667ee35c2c38ae4b7b270d94b7f3c7	1204.5944\,247.65\,1392.6338
wss.1a6960ddfdd323ec494dc7b475c330b5	1850.4631\,3223.8926\,2708.5544
wss.1a6a520652aa2244146fa8a09fad6c38	52.854767\,69.972565\,59.619797
wss.1a6a67905880e4911a4d5e0a785b0e03	201.0922\,97.59675\,60.32766
wss.1a746be9d089842dcc7695c3ba352268	16.469942\,22.589283\,12.02719
wss.1a8d161d93764a8996cba1a88ab59678	228.1026\,163.65256\,215.46535
wss.1a8e293609eca3b3f7e27638e63d848	181.18085\,126.38808\,234.47061
wss.1a8f9295b44b48895e8c5748ca5ef3ea	41.30149\,55.260155\,41.301476
wss.1a96d308eef57195efaa61516f88b67	131.34572\,109.45477\,131.34572
wss.1a9fa4c269cfcc1b738e43095496b061	121.92\,48.26\,13.335
wss.1aa55867200ea789465e08d496c0420f	216.10472\,75.716484\,90.83477
wss.1aaba7b87e5d53f05b8768d6ebff04cd	82.91492\,117.46314\,89.133705
wss.1aada3ab6bb4295635469b95109803c	136.30708\,68.15354\,73.43544
wss.1ab023871cf8f6a4d1a518d507c8a60c	698.31714\,1073.6243\,597.582
wss.1ab3abb5c090d9b68e940c4e64a94e1e	6.930414\,9.758888\,19.438248
wss.1ab55626cc84c7e9f7aae5d18114e414	154.97574\,54.86343\,37.30093
wss.1ab8202a944a6ff1de650492e45fb14f	129.0421\,107.535095\,43.91016
wss.1abb4ccbe039353a546ea36237e6eeeb	5.3345923\,12.319716\,6.159858
wss.1ac102f4a452771521e935c3c465f9f	34.84783\,103.70851\,45.96666
wss.1ac1d0986508974bf1783a44a88d6274	55.16085\,67.30937\,52.53414
wss.1ac3464d25061b3035b3d63776480dcf	136.21057\,50.64125\,21.40237
wss.1ad22f3cb7f4d30ae0f83f2f8160b05c	113.825966\,52.00679\,113.825966
wss.1ad4c572e0fd6a576e1e9a13188ab4bb	81.711\,189.81656\,56.158752
wss.1ad7e6abcb63577098d5fc0473d00a1c	123.37262\,179.99988\,41.87195
wss.1ae6d530ee86ee9a4d87481e09b681b3	112.274445\,134.72926\,47.155365
wss.1ae8ed2f5bf117f067994ca435825ef	19.955725\,0.8454979\,27.625164
wss.1aec9ac7e1487b7bc75516c7217fb218	232.57634\,62.748356\,49.976215
wss.1af67f0269d666973c73312f14b6bec6	118.28805\,41.323006\,118.28805
wss.1b00b9330763281f7a9f0bb7b1eb35a4	46.4256\,22.82403\,37.76909
wss.1b05971a4373c7d2463600025db2266	107.9477\,84.77915\,84.798874
wss.1b0626e5a8bf92b3945a77b945b7b70f	46.357998\,108.08545\,46.357998
wss.1b068453f00a45df79a3e6d653b9cf50	14.407237\,24.380436\,1.551388
wss.1b09f8e008e33579edd9ab1253e1a9c4	137.93723\,33.20711\,204.3512
wss.1b0cfc648817f4486a12484fa9d9be10	58970.164\,11017.707\,58970.164
wss.1b253ba5d66fbed559b6ccaf9f7b2d1c	39.99992\,143.99997\,50.999893
wss.1b29de0b8be4b18733d25da891be74b8	206.7962\,94.918655\,94.38344
wss.1b36df7ed7ddd974c538fbfc1e40dbe0	6.2424927\,14.702204\,6.2425423
wss.1b370d5326cb7da75318625c74026d6	32.8236\,65.6471\,32.8236
wss.1b3a47fcfe01cc42625ac64d4da8b7e4	28.704908\,0.27338007\,28.704908
wss.1b3a6e30a290786692777e64c6539781	95.265625\,176.36378\,39.083427
wss.1b3bca6f901a88b143c8f1cd479ffb1e	915.51245\,1320.5079\,976.8675
wss.1b3cf1a9135e8f7a200c856a4ef1939f	42.922283\,24.296597\,40.858894
wss.1b3d94b2b34474ff6a44fdd49dec8069	52.05057\,165.00038\,32.097855
wss.1b3f88a68674ddf6aa69dfdc5532bb13	50.80005\,40.893997\,76.2
wss.1b44b8c1d714e271aac156c397da9fd0	114.43765\,82.25207\,61.987064
wss.1b4562d33da93f84cf004563556ddb36	39.543106\,59.14925\,39.543236
wss.1b4a2cf9c38ad7ad7b6fd5468f603b31	423.46014\,344.4012\,81.90002
wss.1b4e4a979ed145e0fa2b9a29c83c9f47	26.988436\,31.20864\,18.023357
wss.1b584b72d5fe0ce73ddaee43c69da15e	2691.6816\,1250.8235\,889.7341
wss.1b59a85b6b7a0946b20a19462bcf2f46	129.83742\,64.91857\,4.3279047
wss.1b59bf6e7b697a07e8faee4fe4d23396	72.64633\,56.5027\,145.29266
wss.1b5ae67e2ffb387341fbc1e2da054acb	204.3495\,92.89353\,101.4635
wss.1b5bd50021dcb8bb641aac62064f7645	127.30526\,127.30526\,94.300186
wss.1b644d1469cece6291809f4c9bd6d7fc	19.97324\,5.577713\,28.045307
wss.1b64b36bf7ddae3d7ad11050da24bb12	8.54878\,33.56109\,8.548781
wss.1b66cd553dc2ebf0cf5a37a70014c623	0.9999981\,5.4002867\,2.9999943
wss.1b6ba5a1d8498ff223330fbe0ef32590	19.359531\,7.88588\,13.519035
wss.1b6e680e76d452a097144612c70a9099	137.60559\,76.66295\,61.682835
wss.1b7264d3e613c3506deb5b7b0e31a448	462.49994\,1454.1738\,462.49854
wss.1b73a0ff61df00c5a1cccbba517add5e	539.6228\,261.25677\,912.9113
wss.1b761e45b488d1a1aa97ccf1ac0cddf	2762.001\,662.2085\,2804.9897
wss.1b76644af9341db74a630b59d0e937b5	181.64784\,134.7457\,69.54225
wss.1b770536109f699e3f99b006c29193b0	11.344457\,25.948307\,1.164075
wss.1b7bef12c554c1244c686b8271245d1b	78.14931\,77.671104\,68.63801
wss.1b8132728b2b3d052ea98d69e91ba870	102.35292\,81.4183\,81.232475
wss.1b893062df7573f2945a77b945b7b70f	146.05\,83.82\,28.574999
wss.1b91e0868fdf4ddb2846fa729d90e125	70.000114\,52.749958\,26.999945
wss.1b95ba95fbde8c64fcace4d823343363	65.52641\,36.51755\,16.782225
wss.1b971a37985c66c2605859953aa3a288	14.824299\,2.4707117\,15.17723
wss.1b9949e72265fe4db8046e84ebdc62d2	43.815018\,45.72\,22.560585
wss.1b9a0823d8e0ed84b664456ac8cd75a6	155.77498\,46.0742\,94.3424
wss.1b9b6f1ddf363e0e8b424343280aeccb	35.534462\,64.03602\,35.534462
wss.1ba533f6962ee7c1ac51268fdb437a9e	280.87393\,245.82378\,124.83651
wss.1baa93373407c8924315bea999e66ce3	5.357607\,1.952344\,21.294216
wss.1bb2b8d52e3ade042b114cb28ee9f2b7	75.065544\,103.00455\,98.900795
wss.1bb5cca1462a0d22a96880548d37b4c9	29.785233\,30.966484\,58.496704
wss.1bb8e7439a411cd234f718b37d8150d2	36.625565\,220.62083\,36.625565
wss.1bba52fa91ad1f9d7ff6ace05b36a5	147.12622\,98.0842\,102.17102
