wss.1004f30be305f33d28a1548e344f0e2e	0.015031646
wss.1844a4ed0ff7ed38c2474c54a2e772f2	0.029875058
wss.18453eb5b7699bc0730f211b293894d3	0.013250271
wss.1845801e19ac5c22683869a26110a529	0.015055863
wss.18476002083c51574904d89e9169817b	0.035762168
wss.18501a35a40939449359bfb5c0ce2bf3	0.069257115
wss.1852cf691d561b97760c1770d1a1230	0.02488978
wss.1857891cdabf6824b0fd397b9007d287	0.02403542
wss.185bcb9bcec174c9492d9da2668ec34c	0.001974125
wss.185e37856f55b2c4e9aa07397ea1cf8d	0.037323286
wss.1860264e320c7979f4baed97c2afc4fe	0.009728683
wss.186cf94ea79d2ce65d54757b2087f588	0.00216555
wss.187223b653c77b33d2e6931e8adb116	0.021996061
wss.1874f7fc154c7c35c66e88e7ffc39f1a	0.028869619
wss.18783fbef9ef95f2ae14646a8c8ddd34	0.038732045
wss.187859d3c3a2fd23f54e1b6f41fdd78a	0.046116314
wss.1878d8e623f1d12153af50c97ed75b56	*
wss.187b8cfebe4e9257ccec770873355bd5	0.01366754
wss.187d89b0c436d0edc8ab9067fbd9681d	0.037856904
wss.187f9c840611133b7fa41e06a7f4a88	0.002546577
wss.1880939aea57dff294f99c83e58def9f	*
wss.1880ed173d662f92c78621ab7e0ef193	0.015149356
wss.1883aa925a7c438b40eee76592e4bb9f	*
wss.1884b38aa17369681d00208b1a57f1c9	*
wss.188cb8d8f12fd60637372567066b91f4	0.094716343
wss.188daa867afa5eea43638dabe1eb5336	0.035888979
wss.189064a8df83ddc77a89a0a7fbbe0a6f	0.028694132
wss.18943947ce3b8cae8a94168388287ad5	*
wss.1895a6f1b49c4c296f366617497077d	*
wss.1899a2cc8f89bf1b11c92d5838e29521	0.001172636
wss.18abbf4da8320e69438aef443c33bffd	0.036245526
wss.18aef96d387bd96860467dddaf5cfe3f	7.98e-04
wss.18bad7ccc6951f9d3321831d2245cf06	0.039629336
wss.18c499f4f1a833dee3f7a74e12a274ef	0.013471701
wss.18d0a9703a1151475f4d9bb2d20be1fe	0.036524678
wss.18d143526ccdf372e4a4db68bed2d14f	0.019753256
wss.18d6296006502cc7aa0a75782a86b0f3	0.005206631
wss.18d84c10a5068315fe5c8ffd0f5eba47	0.040741992
wss.18d91829adf1574ecf004563556ddb36	0.018692688
wss.18d94e539b0ed30d105e720ebc569399	0.034068299
wss.18d98a30b95b2a6c43a2c9be7299f0de	0.009929286
wss.18dacd49464b48b274fbe115f2fa2415	*
wss.18e56f350d1cc7687b88e0ae521fe6b4	4.33e-04
wss.18efc77e6837f7d311e76965808086c8	0.023473325
wss.18f135fae2ab8cc247410c53c58c4217	0.028269714
wss.18f4a9ed04407da57bd55ed4ce08f048	0.007694572
wss.18f89969ab232ba7b822d48a43773c62	0.026081984
wss.18fa5887636980c0a156590b19c3013b	0.013700506
wss.190d533f42a540c3cdc5b47decc6da72	0.006611724
wss.190e9dba20c16d2fa7661e290484df84	0.024821039
wss.190fc461bd1e0759ee2a04c68bc263be	0.013603226
wss.191191f56451e8d570a43c2d978e502e	0.165443634
wss.1911ffab9b6171af823ac2248112b473	0.030575946
wss.1914d0e6b9f0445b40e80a2d9f005aa7	1.85e-05
wss.1917c22a9a3128935a8b6b21575be9d1	0.009683199
wss.191812cf4abfd6166e71174964d90e49	0.010289977
wss.19198a5f2d98f65ae3f7a74e12a274ef	0.044868576
wss.191d35d8b238316dbe938435307744f3	0.008484089
wss.1934618ad848d53dba65f56f65080d3	0.020163553
wss.19353a61664435449b582c44569a1a8e	0.03012339
wss.19354bd08463173480f6183c41836dab	0.019111162
wss.1936ee90978662ec368f3995546e59c8	0.00141531
wss.1944938643bdb1dd56538cee362f80d0	0.018142456
wss.19486de85ae953cbabec6100eb56d9b1	*
wss.195ab29b4e0bcdd07b20cb946bceb58f	*
wss.19654d8fe7090a887eaeab1f0c9120b7	0.019521939
wss.196fb35cbd5cd6c54a95f581c28307c3	*
wss.19796b05f1ecdf52766e829a985d0ca1	*
wss.197cd6122af749233cd2494a82e84da	0.002044449
wss.1984973536838e84f11c3739edd52fa3	0.031911841
wss.1984fb95afb6dae5804722305621f918	8.98e-04
wss.198683c1a50cebd134d6aa31914c287d	0.013719184
wss.1986a5772751e4995cf3aed3a8d3b345	0.012625482
wss.198749e501e9bee378a208f26f5ab80	*
wss.198780be5a6b34cb432c93cf47433a36	*
wss.198a3e82b102529c4904d89e9169817b	0.026234751
wss.198d36bcfacb1a7a4212ff51b27f0221	0.047753251
wss.199273d17414e77ca553fc23769e6051	0.030769228
wss.1997e441f11cc183eacb155f400b9076	0.045125179
wss.199a40c1bd670cb0d6f05f55d4d695b0	*
wss.199da405357516a37540a07f0d62945	0.02092391
wss.19ab9433c9b8f818fd7d6cc7121bfb75	0.006690504
wss.19b2543d8b6f6699f1783a44a88d6274	*
wss.19bf7f9d8a6dbfa7265d1076b4b6c5c	*
wss.19c6075bb83e9c7224689af86fd2f094	0.016165096
wss.19d2d799e57657463321831d2245cf06	0.041941089
wss.19db31a211acbe13de61296d69da75b6	0.028216663
wss.19e80d699bcbd3168821642e9a54505	0.02250627
wss.19ec1daa8a418e97406ce20c8cc1139c	*
wss.19ed14199c0601aecf6cb7a84d9d5662	2.74e-04
wss.19f04c7aecfb05a3cc639cc85c8f16df	0.001061078
wss.19f72b7fc85c1ef25199856068674539	0.024300293
wss.1a0312faac503f7dc2c1a442b53fa053	0.006703423
wss.1a03376343b2e4f0c27d3c9a6f742a5e	0.00545489
wss.1a039a5c0246cfc333acf2ee6f2dd17a	0.019840982
wss.1a04d482ee311524bf12b336f3327527	*
wss.1a0710af081df737c50a037462bade42	0.015691946
wss.1a0c94a2e3e67e4a2e4877b52b3fca7	*
wss.1a10ecfcaac04c882d17d82c03b66	0.014783585
wss.1a1ec1cfe633adcdebbf11b1629fc16a	*
wss.1a2a5a06ce083786581bb5a25b17bed6	9.98e-05
wss.1a30adabf5a2bb848af30108ea9ccb6c	0.014916004
wss.1a3390d95465117bd54eac0dba08442d	0.013227846
wss.1a3efcaaf8db9957a010c31b9816f48b	0.034372236
wss.1a4216ac5ffbf1e89c7ce4b816b39bd0	0.040752267
wss.1a43be52de26834898d5fc0473d00a1c	0.016645122
wss.1a46011ef7d2230785b479b317175b55	0.026744002
wss.1a477f7b2c1799e1b728e6e715c3f8cf	0.036100002
wss.1a4831b39f1ea5932bf3161ae4fda942	0.012524485
wss.1a4daa4904bb4a0949684e7f0bb99f9c	2.92e-04
wss.1a4ec387ea6820345778775dfd5ca46a	0.024926719
wss.1a5327b328cd97d084c3569473be6c23	9.70e-04
wss.1a595fd7e7043a06b0d7b0d4230df8ca	0.004754011
wss.1a597353e92979be111bae0faf1067a8	*
wss.1a5a12839c48724153250612ca93852	0.01030915
wss.1a5e21a5633e1134ebd90840d80c9784	0.059811356
wss.1a5f561ce4cbca2625c70fb1df3f879b	*
wss.1a622b84abb294515dbd53c7c10cfe76	0.005306197
wss.1a62b83f912f6edb2d6a698a89d341f2	0.042913379
wss.1a667ee35c2c38ae4b7b270d94b7f3c7	*
wss.1a6960ddfdd323ec494dc7b475c330b5	*
wss.1a6a520652aa2244146fa8a09fad6c38	0.087170201
wss.1a6a67905880e4911a4d5e0a785b0e03	0.024374812
wss.1a746be9d089842dcc7695c3ba352268	0.030198323
wss.1a8d161d93764a8996cba1a88ab59678	0.025274527
wss.1a8e293609eca3b3f7e27638e63d848	0.028724077
wss.1a8f9295b44b48895e8c5748ca5ef3ea	0.023938031
wss.1a96d308eef57195efaa61516f88b67	0.036484923
wss.1a9fa4c269cfcc1b738e43095496b061	*
wss.1aa55867200ea789465e08d496c0420f	0.022619625
wss.1aaba7b87e5d53f05b8768d6ebff04cd	0.035100718
wss.1aada3ab6bb4295635469b95109803c	0.028397311
wss.1ab023871cf8f6a4d1a518d507c8a60c	*
wss.1ab3abb5c090d9b68e940c4e64a94e1e	0.006702915
wss.1ab55626cc84c7e9f7aae5d18114e414	0.024893342
wss.1ab8202a944a6ff1de650492e45fb14f	0.035845029
wss.1abb4ccbe039353a546ea36237e6eeeb	0.140796753
wss.1ac102f4a452771521e935c3c465f9f	0.00676657
wss.1ac1d0986508974bf1783a44a88d6274	0.026267072
wss.1ac3464d25061b3035b3d63776480dcf	*
wss.1ad22f3cb7f4d30ae0f83f2f8160b05c	0.049848022
wss.1ad4c572e0fd6a576e1e9a13188ab4bb	0.022463498
wss.1ad7e6abcb63577098d5fc0473d00a1c	*
wss.1ae6d530ee86ee9a4d87481e09b681b3	0.019011809
wss.1ae8ed2f5bf117f067994ca435825ef	0.023625589
wss.1aec9ac7e1487b7bc75516c7217fb218	0.017769346
wss.1af67f0269d666973c73312f14b6bec6	*
wss.1b00b9330763281f7a9f0bb7b1eb35a4	0.00887832
wss.1b05971a4373c7d2463600025db2266	0.03033645
wss.1b0626e5a8bf92b3945a77b945b7b70f	0.035659997
wss.1b068453f00a45df79a3e6d653b9cf50	4.71e-04
wss.1b09f8e008e33579edd9ab1253e1a9c4	0.025543932
wss.1b0cfc648817f4486a12484fa9d9be10	*
wss.1b253ba5d66fbed559b6ccaf9f7b2d1c	*
wss.1b29de0b8be4b18733d25da891be74b8	0.024021404
wss.1b36df7ed7ddd974c538fbfc1e40dbe0	0.002601037
wss.1b370d5326cb7da75318625c74026d6	0.104214815
wss.1b3a47fcfe01cc42625ac64d4da8b7e4	0.043740811
wss.1b3a6e30a290786692777e64c6539781	0.024817946
wss.1b3bca6f901a88b143c8f1cd479ffb1e	*
wss.1b3cf1a9135e8f7a200c856a4ef1939f	0.071385209
wss.1b3d94b2b34474ff6a44fdd49dec8069	0.02203475
wss.1b3f88a68674ddf6aa69dfdc5532bb13	*
wss.1b44b8c1d714e271aac156c397da9fd0	0.023841178
wss.1b4562d33da93f84cf004563556ddb36	0.0250399
wss.1b4a2cf9c38ad7ad7b6fd5468f603b31	*
wss.1b4e4a979ed145e0fa2b9a29c83c9f47	0.020539431
wss.1b584b72d5fe0ce73ddaee43c69da15e	*
wss.1b59a85b6b7a0946b20a19462bcf2f46	0.02748225
wss.1b59bf6e7b697a07e8faee4fe4d23396	0.040359072
wss.1b5ae67e2ffb387341fbc1e2da054acb	0.024860036
wss.1b5bd50021dcb8bb641aac62064f7645	0.047150098
wss.1b644d1469cece6291809f4c9bd6d7fc	*
wss.1b64b36bf7ddae3d7ad11050da24bb12	0.003824103
wss.1b66cd553dc2ebf0cf5a37a70014c623	*
wss.1b6ba5a1d8498ff223330fbe0ef32590	0.003694624
wss.1b6e680e76d452a097144612c70a9099	0.035247333
wss.1b7264d3e613c3506deb5b7b0e31a448	*
wss.1b73a0ff61df00c5a1cccbba517add5e	*
wss.1b761e45b488d1a1aa97ccf1ac0cddf	*
wss.1b76644af9341db74a630b59d0e937b5	0.032652086
wss.1b770536109f699e3f99b006c29193b0	8.47e-04
wss.1b7bef12c554c1244c686b8271245d1b	0.002630396
wss.1b8132728b2b3d052ea98d69e91ba870	0.050770298
wss.1b893062df7573f2945a77b945b7b70f	*
wss.1b91e0868fdf4ddb2846fa729d90e125	*
wss.1b95ba95fbde8c64fcace4d823343363	*
wss.1b971a37985c66c2605859953aa3a288	0.028236707
wss.1b9949e72265fe4db8046e84ebdc62d2	*
wss.1b9a0823d8e0ed84b664456ac8cd75a6	0.007313365
wss.1b9b6f1ddf363e0e8b424343280aeccb	0.01880365
wss.1ba533f6962ee7c1ac51268fdb437a9e	0.020806075
wss.1baa93373407c8924315bea999e66ce3	0.001153247
wss.1bb2b8d52e3ade042b114cb28ee9f2b7	0.036267291
wss.1bb5cca1462a0d22a96880548d37b4c9	*
wss.1bb8e7439a411cd234f718b37d8150d2	0.029383737
wss.1bba52fa91ad1f9d7ff6ace05b36a5	0.032694732
wss.1bbe463ba96415aff1783a44a88d6274	0.031508077
wss.1bc4576e48647c81766f4de1ddad87e2	5.97e-04
wss.1bc570042bcd1d95d810b14a81e12eca	0.019828565
wss.1bc88814b90df8c45a17ac5e1b4e4a4b	0.040881021
wss.1bd5c3d6fc6c5401b733adefd36cca05	0.014048433
wss.1bd7f89aa732935a48c6e3ae1032f94e	*
wss.1bda25a8eeb4e3a4f38b08e8728ece50	0.003143648
wss.1bdb9df06d749be1a7146643e6b355e4	*
wss.1be58678b919b12bc5fe7f65b41f3b19	0.025945172
wss.1be842ad0cfa2c7a1e2f5b5d8223596f	*
wss.1be8addaf7585689216c1a3231f5bcb1	0.07016186
wss.1be8eec62ba48fb0687c484f0874b1cb	0.027873992
wss.1be987c137d37f0b7c15f7bdb6fa82dd	0.023624069
wss.1becba69a6c26be02c0f5b5b20a5a506	0.003932793
wss.1bf2e1993d6bf6abad31ef0fc5526d8e	0.023107881
wss.1bf3d5cc59b63cd6e979876000467c9c	0.004199288
wss.1bf66bb8d1ed1868eb2d637b85eaee25	0.022561175
wss.1bf72147b671c101cc36f384fceff179	0.018498949
wss.1bfb8d6c48a6f9e9919d5cd6b2dafe1c	*
wss.1c0332c81b3edba835836c728d324152	0.029005364
wss.1c0757831ab51ae1444801ebb5cff835	*
wss.1c123801cd052c833bd248747cb27ae2	0.024858051
wss.1c1d44b663d702e98c16eebcacbd2fae	*
wss.1c25031eb41c95154212ff51b27f0221	*
wss.1c26d5cc428bf6c3eac39ed23cec8f38	*
wss.1c2ef41c252b099d59eca69a6ee3e3b	0.021293376
wss.1c30b1102303f27ef690049a092c5efc	0.00324171
wss.1c3cf618a6790f1021c6005997c63924	*
wss.1c3f08e31cbc97f552f6986faa021395	0.090085466
wss.1c3f1a9cea91359c4c3e19c2c67c262f	0.028964479
wss.1c45b5c3f191d097d3dad974dc098fa1	0.041814522
wss.1c48cba2bf10129b65bb52680f2f2e14	*
wss.1c4a5425e91fe10eb86b2e3337d51cd0	*
wss.1c4bb16d5ba2b50b7843fb4efdc19510	0.044198284
wss.1c56996998bb6b7a8542f96306060db4	0.021848617
wss.1c5e5f1485ba5db1f879801ae14fa622	0.036264231
wss.1c5fa3dc61cd4d74c73a997a3322b093	*
wss.1c672a01bf3f36953ac0b4a1ff21c791	0.112436905
wss.1c69c00c12e7a59578fe949fc1419876	*
wss.1c6ac745bd297a28f32e3e25afe6badb	8.51e-04
wss.1c71617b336d49e7df8911934be85fa6	3.35e-04
wss.1c73c8ff52c31667c8724d5673a063a6	*
wss.1c79735033726294724d5ee7f09ab66b	0.017133545
wss.1c79879f2d056f3f3d1186ce59aba25a	0.023712021
wss.1c7b7f43d91e474dabaf316e4a957cb1	0.035900489
wss.1c887a522c43f6017c187347ba849abe	*
wss.1c962f8489d78531cc98452c8fce6b43	0.041859658
wss.1c97fd9582f20b9f3aa7ea4bea35f618	0.021694876
wss.1c996c187f4354db7252c133a7e17d94	0.010910373
wss.1c9ad9ac03118350a74715902b46b14c	0.016698248
wss.1cacad634bbf93595e02677d620b73fd	0.016635671
wss.1cb1ba83451e0b4833aa3c623c0c0645	0.011962598
wss.1cb660b0965fde9cd84b8ba651dfb8ac	0.044994681
wss.1cb6e646d091f78c724d867867ccd9fb	0.021795425
wss.1cbc0504316634ed80f698ab340a8570	1.394304969
wss.1cbe7631e4c7f4fcad6a699dd685278	0.013355664
wss.1cc6b837baf41139fa6e1fd63f4a1c35	0.021561043
wss.1cc93f96ad5e16a85d3f270c1c35f1c7	0.006409713
wss.1ccacab68904c510b32a756399014da6	0.027011652
wss.1ccdba674a8eb8cb504721639e19f609	0.125611194
wss.1ce087aba42caa73b8152979f6537fad	0.03053065
wss.1ce1db5e6f9b9accf3ddd47627ca960	0.028446531
wss.1ce45a951007b5948ead471f0d2cadc0	0.007942344
wss.1ce688d90a2010a69718283200011d2a	1.13e-04
wss.1cec41755e0f17f2ea8b2280a82aa634	0.0012383
wss.1ced25d184facea3bb68ff03036c4bed	*
wss.1cf27b172c9a9450192ed52a563d7b09	0.02154065
wss.1cf5f1bd833afff6b79e99a4e49de900	0.033711023
wss.1cfc37465809382edfd1d17b67edb09	0.001098052
wss.1cfdff88d43bc6f7ff6ace05b36a5	0.03220234
wss.1cfe6c8fb2b61bec55f512dad5f89e9c	0.054217994
wss.1d00d777f4170fd1c29da8a24fdedee4	0.015090397
wss.1d039d24ce67c8c5ff59f04994ef1f0c	*
wss.1d054ec740f09093bc41182b106c7bda	0.020097124
wss.1d06f7c992ce457ea9c9294260c15fca	*
wss.1d139c80e904584b4243f79fcf368f62	0.028778625
wss.1d190c1bb38b29cb7a2fbdd8f7e098f4	0.008530018
wss.1d19305840960acde220a4c1303a51c	0.031228231
wss.1d198eb08540837be9bd6b804c8484dd	0.029333515
wss.1d21596aeda664ed1e652fa812161367	*
wss.1d2a6082238f011c22d3f170937c6a0b	0.024568679
wss.1d2f91e94523cfbb4212ff51b27f0221	0.040981726
wss.1d3259fe9377ca5f899bad344dc01f2f	0.028919282
wss.1d39793ccc190ec4493a4600e59d8c41	*
wss.1d3e6b487838afaf56d62eb4972720c	0.035064246
wss.1d4093ad2dfad9df24be2e4f911ee4af	4.90e-04
wss.1d40ebdf955d7532fcf939cbdc348a02	*
wss.1d4480abe9aa45ce51a99c0e19a8a54	0.001164975
wss.1d477fde8f2065a6654a12445bc75fbb	0.02839155
wss.1d493a57a21833f2d92c7cdc3939488b	0.033731859
wss.1d4a469bdb53d3f77a3f900e0a6f2d83	0.085828544
wss.1d51d45265596b0af2dfc4763a0184f4	0.084851669
wss.1d5683d821b41bae8912391370b9d427	0.019065623
wss.1d5a354ee3e977d7ce57d3de4658a486	7.64e-04
wss.1d5efa12825292b065c049855e4807f6	*
wss.1d6250cafc410fdfe8058cf23f6382c1	0.018441675
wss.1d693a6c9c67857f86d9ac00cacf663a	0.012126945
wss.1d77871ac5dc1522a5e3e028709e0474	0.026302893
wss.1d7830c5d0322518d95aa859a460a9ec	0.020197117
wss.1d83fe399c8b7867126d9e54867801ff	0.035492397
wss.1d898bbd8bbad8f98430b7446f9e1252	0.029356504
wss.1d8d5e96803c04e3f21c57f8caa5d803	0.251633612
wss.1d8fb5872696c64b62fb74d013fec4f1	0.031157703
wss.1d97a9d737e457d2aef93de063ae2d65	*
wss.1d9952fdd264d313f11cf60c06c7428a	*
wss.1d9b04c979dfbddca84874d9f682ce6c	1.20e-04
wss.1da1e82e58e1af831f08bf1e7e1bacf1	*
wss.1da9362bcaa79e65136d9cfd13835101	0.04171916
wss.1dac2a51aaad11dec2c2c81e2232aa95	*
wss.1daded8e7e13b3c1f44f9288b035c2c7	*
wss.1db7348538bb3fa79d6a20af93ab0256	*
wss.1db9e828ed1d26c9f441f9e33b1e3e58	*
wss.1dbb34b55a78c1aea72fb89aa30b6583	0.002046731
wss.1dbf7258315a767822d26170f39af4c1	*
wss.1dc08faeb376c6e0296baeb5500afa1a	0.013581362
wss.1dc28ae9dcfc3d773487ed70d4534caf	8.63e-04
wss.1dc62842a21ce8c37ede3bd5d445c7c7	*
wss.1dc7f7d076afd0ccf11c3739edd52fa3	0.021218783
wss.1dcae7a0b8da33fb1f4a70f91e1e8fb	*
wss.1dcb17bd0ad850285f925aecf835728	0.001361723
wss.1dcd0131d1669843e040bf9e34dfc695	*
wss.1dd407598b5850959b1500745a428d00	0.00136679
wss.1dd7e40a0fc952179734ce9c78336607	*
wss.1dda6af6869f6403b6d41c42f7ade8c8	0.039263225
wss.1ddf7826d6dff2cccffdc5bf87b1e5e2	0.04227283
wss.1de5cd20277cf5b9dd3d821abaa89276	0.018946806
wss.1de6c92f7bb41c6cb13f156a4ed44547	*
wss.1de963c9eac3e44b75e9e061ab95f12b	*
wss.1df21a5c634dbbb63f72392f172f8bda	0.030171703
wss.1df28e8bc4ececc398d5fc0473d00a1c	0.027098821
wss.1dffc3840500e89ab8e1b99345a5afd4	0.022338394
wss.1e04e5dac618b8b114fbf06c3886b9e	0.0015514
wss.1e08c966c2613838a3e9c423232171a1	*
wss.1e17c6106245c2a52749a5ab36336d7e	*
wss.1e196bc2feb78df12babd05184cbfb06	*
wss.1e1b3f22c86a592ae10a48f2bbb9bef4	0.017480027
wss.1e1c27c8b0e3d5bd34c9f6a7132b2c16	0.002392848
wss.1e209d677bfd4c00ef6e9c9834b26b37	5.86e-04
wss.1e227771ef66abdb4212ff51b27f0221	0.009074417
wss.1e23d88e517b711567ff608a5fbe6aa8	0.005017738
wss.1e24cb84ae9683329935f011914ddcdd	*
wss.1e29cfc138cac4561cb7b803cafa429f	*
wss.1e2a1c5f4b52eba7160d7e9a262e2959	0.073656385
wss.1e2b3f2047c62de9594de057c402974e	0.0356958
wss.1e2dcb130b75c6c09251ef7f51226942	6.67e-04
wss.1e2ddaef401676915a7934ad3293bab5	0.018953228
wss.1e2ea05e566e315c35836c728d324152	0.050011997
wss.1e2fb4e22be5682f35836c728d324152	0.018924146
wss.1e355dc9bfd5da837a8c23d2d40f51b8	0.025380197
wss.1e3973b0d7a7a942cc2537a6fd308d2f	*
wss.1e3d1accb45d201df75b791738ce5d1e	0.020001528
wss.1e3d89eb3b5427053bdd31f1cd9eec98	0.034615573
wss.1e3df0ab57e8ca8587f357007f9e75d1	0.05370049
wss.1e3f768292ac31228af30108ea9ccb6c	0.021594758
wss.1e4a7cb88d31716cc9c93fe51d670e21	0.026400714
wss.1e4d007084c9c0a8ca4ededb9b0e509b	0.014241547
wss.1e57738f60665b1a908caac6d5f8ca97	0.031954363
wss.1e5abf0465d97d826118a17db9de8c0	2.84e-04
wss.1e5ef517bc4f65ec60bb643195191255	*
wss.1e60ebe04cc8c926e74334dc50abcb	*
wss.1e6228300b0d9c4e92f471a27a9ee4a0	*
wss.1e65a5c425f602d435b3d63776480dcf	*
wss.1e6a212abb46d63df91663a74ccd2338	0.024302469
wss.1e6b75be3fdbb944cec8a10ad1c084eb	0.021471231
wss.1e6d470b0330afe7abccd5469c032787	0.029501157
wss.1e700065e92a072b39a22f83a4a90eb	3.47e-04
wss.1e747d39be07ca525f037ea583cdb0ca	0.048056711
wss.1e89523035f87d0e770b3ff04033be4b	0.026015694
wss.1e8e7516bbcebffa9747aeab33832f4	0.014568712
wss.1e96607159093f7bbdb7b8a99c2de3d8	0.03038667
wss.1e9b2d5d65a8b7c29fe8663d47f73813	0.023045653
wss.1ea53d7144e90f8d3d57bacf9d130342	0.012413493
wss.1ea8287b19d70a734e7d6c893cb7df84	*
wss.1ea895308f2aa98f966097adcefba56	0.019515596
wss.1ea9ea99ac8ed233bf355ac8109b9988	2.42e-04
wss.1eb1a8acd4185f49492d9da2668ec34c	0.001984811
wss.1eb3e5f373b351a0b8e86b5a9c3708b2	0.036405068
wss.1eb4920ad70d9138c92050bd9c811336	0.030336047
wss.1eb4bc0cea4ba47c8186c25526ebdaa6	0.012416092
wss.1eb8558d0f6885a1268ecf2838ad6f15	0.035122825
wss.1eb88f96d4b3d161f2260da775be0117	0.002901455
wss.1ebc20758e0b61184bf4a6644c670a1e	0.023025849
wss.1ec297183c8aa37a36c7d12bccd8bbd	0.046169899
wss.1ece3fd34c7d9d97bea2befbdcff46e	*
wss.1ed01a4f2f9c65fe2cd653bc7e537294	0.036800142
wss.1ed2e9056a9e94a693e60794f9200b7	0.118605391
wss.1ed7ce06af99b35e89374beb80161657	0.024849337
wss.1ee405020c96221ec3648f83bb1262ce	0.038985613
wss.1ee4d98644aac17698d5fc0473d00a1c	0.028091995
wss.1ee6393153a3146ebc19762eaa7ba40f	0.02936685
wss.1ee777624ac8375025009b04306ab688	0.040163397
wss.1ee865178cd126fe3bfd7d6656f05358	0.034477887
wss.1eed5294b9a1361e604a7bc48dd033be	*
wss.1ef68777bfdb7d6ba7a07ee616e34cd7	0.001785086
wss.1f00a773e33908a3abb564bb0657e0d6	*
wss.1f0b5514d93f39ebd189eb81471216ad	0.029094026
wss.1f1219370f074edacd80e82100992c25	*
wss.1f13b46cbc4741b3c2e50348f23d3d	0.024781787
wss.1f24552c89b7b171a7b307ff2d7f15c4	0.017993813
wss.1f272d022ffe6e79fccf04aa26d69912	0.0295504
wss.1f319101d3c05a16886a4b751e0cc0b5	0.019606367
wss.1f31de5c667428557b67ce6ebb2752f7	*
wss.1f3c60a24e6a25cef7707714e177309	*
wss.1f3cd96c1e690347cfb1543b92a412e2	0.02010128
wss.1f3da20afadb149896716aabcb2fff20	*
wss.1f3ef510e78072cd83699794a8ab2e92	0.003259446
wss.1f4916966dd9a17dc38d01352fb36d59	0.004702208
wss.1f4e56064de606093e746e5f1700ce1a	0.001559221
wss.1f507b26c31ae69be42930af58a36dce	0.031697376
wss.1f53de73d3807e07575bf8a4b14be4f4	0.00245939
wss.1f5456592f5faf94ff077ba6013b959c	*
wss.1f59ba1fc5d296a817a0d4867f131bc	0.060266455
wss.1f5c74f0a55cbf9798d5fc0473d00a1c	0.037312013
wss.1f6a7f3705d791762c91206be77753e3	0.022348387
wss.1f7301bb64526ce9d4cdf759998ef5c2	0.004830534
wss.1f7f3ab6281052bf1f6a5b0146bf3030	0.030155891
wss.1f82011c2303fc7babb8f41baefc4b12	0.02702774
wss.1f8275f1c106144ff11c3739edd52fa3	0.057340467
wss.1f8a542e64756d349628684766da1bb4	0.044640847
wss.1f8db518577ec1bd1e7057921f1aaba	0.020643745
wss.1f8f11818515ad253321831d2245cf06	*
wss.1f983ac197c6536299e70de063b51884	*
wss.1f9a0782a35ddd20ba733edf22301091	*
wss.1f9f7bfaaa3ece275c9d176381092c91	0.044940032
wss.1fa5c00ef4aa25194d113662b02c4d3f	0.032085979
wss.1fa99c7b98d1df4c1fc56912e22744f	0.014963154
wss.1facaa0eb35496fb69783ac218a8a2bf	0.024792076
wss.1fb5f662caaaefc12a46d433750272a2	*
wss.1fb628f164cd9061eddf855432d54f76	0.002068424
wss.1fbfbc7ff9860fd72f725e92ff2918b6	0.02807945
wss.1fd27f66f017edfbdf3a1b0d597ce76e	0.02038407
wss.1fd3f0eb8e337ef7ac00fd1150223027	0.014882653
wss.1fd45c57ab27cb6cea65c47b660136e7	0.028702145
wss.1fd5d38c4f6de2672798abc1e0f31253	0.022629214
wss.1fd8d3cdf525532b5b5a685c28abd3e	6.76e-04
wss.1fe230aa46a79f0e8a0d9b4a02a1e879	*
wss.1fe6ed518ca583a77215a1e3ffbff428	0.024995431
wss.1fe7a3705387489e4773d7a183337d9	*
wss.1febe89e0336d5bcee106795de609335	0.026793763
wss.1ff1260bd3c55525bbdbbae7475bcb1e	0.035428368
wss.1ff5b518730a1a24488cb43788e3ee3d	0.021635611
wss.1ffd19b5c7ca244758c88d30f502a452	0.034600557
wss.1ffe045c4108ded88f3ca321de88170b	0.017298221
wss.2001add3cc7d9cbfe80df3c23687288a	0.023773183
wss.20047e41f5129e9d13b545a1b395c76f	0.026573439
wss.2006594066d33781f5c0e00a45781a74	*
wss.200749f1962936ff46b5767451aab69c	*
wss.200c125fcc1cb96814c53a0b8e14d8b8	0.006742113
wss.20120e61e199b8cfd319c38340319ae4	0.024636184
wss.2018b7614e77d726c1ccec171a275967	4.10e-04
wss.201cfa3262dc5a72add6522bbc1134e9	8.47e-04
wss.20275149a408d1cdf6cfd3a5fc9e8bf6	0.025149075
wss.2030e52f2f45e29b5c82484c785d6f32	*
wss.2036b7caa21802ae2a40bb58e14b2f89	*
wss.203856ad7e4c41cf9917ad57402f53f1	*
wss.203ebd20b1546f318de5f815e8387cfc	3.55e-04
wss.2041090b29183a2b6a4a3befae9ee551	*
wss.20434d1c763d0842d77055f14f845370	0.003281759
wss.204b0d7f9dfc9fc8c45d02782cbf85a	*
wss.204f6bf36ffd3d943fee5f7d829f9049	0.02759848
wss.2052e69d5151c5d535836c728d324152	0.023546839
wss.2056cbd13e92764a61b3b6f2928a81b2	0.03475325
wss.2059d4c3d4da27017b3b3e2394788c21	0.012177569
wss.205ff0db4e9e3dee6e71174964d90e49	0.040805366
wss.20663f59bb090670773ac2123317e26f	0.015633005
